epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,17264.5,0.63465,0.70014,1.13882,0.76831,0.73967,0.79149,0.59558,0.86501,0.93282,1.38544,0.000703961,0.000703961,0.000703961
43,17338.3,0.60184,0.68299,1.12912,0.68727,0.68576,0.69073,0.4829,0.96441,1.19343,1.54255,0.000686277,0.000686277,0.000686277
44,17409.6,0.60716,0.69532,1.12989,0.76147,0.77723,0.8149,0.59476,0.91273,0.91449,1.44297,0.000668593,0.000668593,0.000668593
45,17482.6,0.59521,0.66514,1.11264,0.71469,0.74239,0.73933,0.56542,0.81818,1.04739,1.34426,0.000650909,0.000650909,0.000650909
46,17558.1,0.58304,0.63798,1.11207,0.72627,0.80696,0.78952,0.59637,0.84634,0.9226,1.36981,0.000633226,0.000633226,0.000633226
47,17628.2,0.55648,0.62394,1.094,0.78243,0.78926,0.82852,0.63542,0.8174,0.86156,1.36331,0.000615542,0.000615542,0.000615542
48,17698.3,0.56375,0.61732,1.09432,0.71018,0.78715,0.80641,0.61747,0.78632,0.96691,1.32678,0.000597858,0.000597858,0.000597858
49,17768.2,0.56883,0.64023,1.10145,0.78303,0.71717,0.76628,0.58555,0.81902,1.01987,1.38237,0.000580174,0.000580174,0.000580174
50,17837.6,0.55165,0.63534,1.09879,0.82711,0.7329,0.8213,0.63629,0.77807,0.8799,1.31086,0.00056249,0.00056249,0.00056249
51,17906.9,0.55277,0.60284,1.09577,0.7869,0.77443,0.80133,0.61019,0.81542,0.8922,1.36221,0.000544806,0.000544806,0.000544806
52,17975.1,0.5381,0.58976,1.09228,0.78093,0.76996,0.8234,0.63993,0.8001,0.89643,1.3644,0.000527122,0.000527122,0.000527122
53,18043.6,0.5537,0.60198,1.09692,0.80264,0.76612,0.8351,0.65199,0.79611,0.87591,1.36114,0.000509438,0.000509438,0.000509438
54,18111.5,0.53457,0.58164,1.07691,0.80092,0.8285,0.84931,0.66679,0.74525,0.84263,1.31113,0.000491755,0.000491755,0.000491755
55,18180.5,0.52597,0.56765,1.08211,0.79003,0.80168,0.83442,0.63006,0.8423,0.97654,1.38734,0.000474071,0.000474071,0.000474071
56,18249,0.5135,0.55375,1.07128,0.80699,0.80518,0.8024,0.61573,0.76542,0.87944,1.2996,0.000456387,0.000456387,0.000456387
57,18317.5,0.54328,0.60564,1.10282,0.73899,0.80274,0.8104,0.62382,0.78311,0.87235,1.36935,0.000438703,0.000438703,0.000438703
58,18386,0.52257,0.56537,1.07729,0.78038,0.78312,0.8168,0.63844,0.7689,0.80392,1.28745,0.000421019,0.000421019,0.000421019
59,19894.6,0.50264,0.53808,1.0664,0.84406,0.78556,0.83412,0.62805,0.79291,0.84479,1.34547,0.000403335,0.000403335,0.000403335
60,25089.4,0.51531,0.55329,1.08286,0.76159,0.78613,0.81405,0.64638,0.72549,0.89528,1.30121,0.000385651,0.000385651,0.000385651
61,28756.9,0.50532,0.53186,1.06293,0.79784,0.74279,0.80031,0.62447,0.76039,0.8495,1.32156,0.000367967,0.000367967,0.000367967
62,32424.6,0.49647,0.53982,1.0694,0.74331,0.80212,0.82921,0.64586,0.73007,0.87199,1.28119,0.000350284,0.000350284,0.000350284
63,34007.2,0.5156,0.54166,1.07699,0.77871,0.79703,0.82767,0.63426,0.80176,0.89391,1.34556,0.0003326,0.0003326,0.0003326
64,34075.8,0.4986,0.53895,1.07,0.79155,0.79444,0.80583,0.61853,0.79777,0.84912,1.34291,0.000314916,0.000314916,0.000314916
65,34144.3,0.50066,0.54692,1.07031,0.80319,0.79406,0.85437,0.68339,0.7171,0.75642,1.25268,0.000297232,0.000297232,0.000297232
66,34212.5,0.50096,0.53956,1.06272,0.81025,0.78488,0.84467,0.65984,0.7262,0.77533,1.28552,0.000279548,0.000279548,0.000279548
67,34282.6,0.48991,0.54401,1.07564,0.80764,0.81783,0.842,0.64094,0.77439,0.83581,1.33296,0.000261864,0.000261864,0.000261864
68,34355.5,0.4652,0.52147,1.04273,0.81867,0.79954,0.84204,0.67471,0.7041,0.75763,1.26249,0.00024418,0.00024418,0.00024418
69,34430,0.47313,0.49636,1.05798,0.82431,0.76971,0.82744,0.6396,0.7676,0.82012,1.32587,0.000226497,0.000226497,0.000226497
70,34500.9,0.46568,0.49347,1.04966,0.85005,0.7896,0.84829,0.6536,0.75285,0.79897,1.32178,0.000208813,0.000208813,0.000208813
71,34571.1,0.33043,0.41674,0.95825,0.84539,0.80053,0.842,0.64662,0.78206,0.8565,1.35016,0.000191129,0.000191129,0.000191129
72,34641.5,0.30817,0.3585,0.94308,0.86394,0.79013,0.84515,0.67289,0.70486,0.80581,1.27477,0.000173445,0.000173445,0.000173445
73,34710.9,0.29868,0.34768,0.91566,0.79521,0.83488,0.83884,0.65336,0.71047,0.79503,1.28118,0.000155761,0.000155761,0.000155761
74,34780.9,0.2893,0.33268,0.92411,0.82384,0.79829,0.82173,0.662,0.66469,0.80993,1.22773,0.000138077,0.000138077,0.000138077
75,34850.2,0.28018,0.35418,0.92633,0.831,0.80891,0.82967,0.66281,0.68339,0.86525,1.2442,0.000120393,0.000120393,0.000120393
76,34917,0.27695,0.31758,0.90647,0.81153,0.80802,0.82592,0.65352,0.6874,0.8336,1.24897,0.000102709,0.000102709,0.000102709
