lf,image_id,task,vote,confidence,reason,source,path,pred,fold,original_id
lf1_maturity,028_jpg.rf.963050a8c09b0548ba61cc53d5b7d3fd,1_maturity_evaluation,1,0.7840515971183777,,coconut-veirf-v5/train,train/images/028_jpg.rf.963050a8c09b0548ba61cc53d5b7d3fd.jpg,dry,4,028
lf1_maturity,02_jpg.rf.1a1d0ce506e8a23fe8f78a880e1ba3e5,1_maturity_evaluation,1,0.9355417490005493,,coconut-veirf-v5/train,train/images/02_jpg.rf.1a1d0ce506e8a23fe8f78a880e1ba3e5.jpg,tender,2,02
lf1_maturity,02_jpg.rf.51b096275a95594ba96ae00aed305efc,1_maturity_evaluation,1,0.913021445274353,,coconut-veirf-v5/train,train/images/02_jpg.rf.51b096275a95594ba96ae00aed305efc.jpg,tender,2,02
lf1_maturity,02_jpg.rf.8eeeccd907183fe6760b5da041c6b9eb,1_maturity_evaluation,1,0.9302487969398499,,coconut-veirf-v5/train,train/images/02_jpg.rf.8eeeccd907183fe6760b5da041c6b9eb.jpg,tender,2,02
lf1_maturity,032_jpg.rf.08e6c4d8094a14f7de1eaf05221bedb6,1_maturity_evaluation,1,0.9516713619232178,,coconut-veirf-v5/train,train/images/032_jpg.rf.08e6c4d8094a14f7de1eaf05221bedb6.jpg,green,3,032
lf1_maturity,032_jpg.rf.17d881d4910f520eef369c159d9b24d6,1_maturity_evaluation,1,0.954249918460846,,coconut-veirf-v5/train,train/images/032_jpg.rf.17d881d4910f520eef369c159d9b24d6.jpg,green,3,032
lf1_maturity,032_jpg.rf.195451b49cc0e25dbdfb1313f41cbbc5,1_maturity_evaluation,1,0.9447965025901794,,coconut-veirf-v5/train,train/images/032_jpg.rf.195451b49cc0e25dbdfb1313f41cbbc5.jpg,green,3,032
lf1_maturity,036_jpg.rf.3d9aea88a3641fc29768759cdde273b6,1_maturity_evaluation,1,0.7198271751403809,,coconut-veirf-v5/train,train/images/036_jpg.rf.3d9aea88a3641fc29768759cdde273b6.jpg,green,2,036
lf1_maturity,036_jpg.rf.addccd40c1011b4098a5fe7d2a6f2f09,1_maturity_evaluation,1,0.7106696963310242,,coconut-veirf-v5/train,train/images/036_jpg.rf.addccd40c1011b4098a5fe7d2a6f2f09.jpg,green,2,036
lf1_maturity,036_jpg.rf.b9eb4de1a97ed732ef49ac14cde556c0,1_maturity_evaluation,1,0.7405093312263489,,coconut-veirf-v5/train,train/images/036_jpg.rf.b9eb4de1a97ed732ef49ac14cde556c0.jpg,green,2,036
lf1_maturity,037_jpg.rf.a977f2a6befee00d208e5f50912fa5e0,1_maturity_evaluation,1,0.7827833294868469,,coconut-veirf-v5/train,train/images/037_jpg.rf.a977f2a6befee00d208e5f50912fa5e0.jpg,green,4,037
lf1_maturity,037_jpg.rf.b4560d431e830369954ac7096dcc35c7,1_maturity_evaluation,1,0.7811716198921204,,coconut-veirf-v5/train,train/images/037_jpg.rf.b4560d431e830369954ac7096dcc35c7.jpg,green,4,037
lf1_maturity,037_jpg.rf.c04a7d706c0e4af0ed71c71ad654bc9b,1_maturity_evaluation,1,0.7517879009246826,,coconut-veirf-v5/train,train/images/037_jpg.rf.c04a7d706c0e4af0ed71c71ad654bc9b.jpg,green,4,037
lf1_maturity,038_jpg.rf.22420cdd82d6095377a8d49061d5c2fb,1_maturity_evaluation,1,0.7456369996070862,,coconut-veirf-v5/train,train/images/038_jpg.rf.22420cdd82d6095377a8d49061d5c2fb.jpg,dry,3,038
lf1_maturity,038_jpg.rf.7ae76cea4fb75e467a5d77be974185da,1_maturity_evaluation,0,0.7947869300842285,,coconut-veirf-v5/train,train/images/038_jpg.rf.7ae76cea4fb75e467a5d77be974185da.jpg,dry,3,038
lf1_maturity,038_jpg.rf.9a2970f3b5c64ecba3f0085562bf2176,1_maturity_evaluation,0,0.6584091782569885,,coconut-veirf-v5/train,train/images/038_jpg.rf.9a2970f3b5c64ecba3f0085562bf2176.jpg,dry,3,038
lf1_maturity,040_jpg.rf.2f8c9048987fc3d8cd06655c40d85a42,1_maturity_evaluation,1,0.8875759243965149,,coconut-veirf-v5/train,train/images/040_jpg.rf.2f8c9048987fc3d8cd06655c40d85a42.jpg,green,2,040
lf1_maturity,040_jpg.rf.4205c16498532d3986370e02b397f7ce,1_maturity_evaluation,1,0.9050828814506531,,coconut-veirf-v5/train,train/images/040_jpg.rf.4205c16498532d3986370e02b397f7ce.jpg,green,2,040
lf1_maturity,040_jpg.rf.e6ad0cba25d881211fcc6dee82fd8020,1_maturity_evaluation,1,0.8873167037963867,,coconut-veirf-v5/train,train/images/040_jpg.rf.e6ad0cba25d881211fcc6dee82fd8020.jpg,green,2,040
lf1_maturity,042_jpg.rf.13dba456d91a32c1f2ca946cc4800402,1_maturity_evaluation,1,0.9284272193908691,,coconut-veirf-v5/train,train/images/042_jpg.rf.13dba456d91a32c1f2ca946cc4800402.jpg,tender,2,042
lf1_maturity,042_jpg.rf.7be3067652086ef8107c12d557d88f01,1_maturity_evaluation,1,0.9363435506820679,,coconut-veirf-v5/train,train/images/042_jpg.rf.7be3067652086ef8107c12d557d88f01.jpg,tender,2,042
lf1_maturity,042_jpg.rf.b90fe9fc9b407529fa2906ee8e21ccce,1_maturity_evaluation,1,0.9348661303520203,,coconut-veirf-v5/train,train/images/042_jpg.rf.b90fe9fc9b407529fa2906ee8e21ccce.jpg,tender,2,042
lf1_maturity,043_jpg.rf.0b44b045bdbb720a01b3cc7521706cf2,1_maturity_evaluation,0,0.845760703086853,,coconut-veirf-v5/train,train/images/043_jpg.rf.0b44b045bdbb720a01b3cc7521706cf2.jpg,green,1,043
lf1_maturity,043_jpg.rf.29c37d9480db579d5e80f5a4c61fae10,1_maturity_evaluation,0,0.8341885209083557,,coconut-veirf-v5/train,train/images/043_jpg.rf.29c37d9480db579d5e80f5a4c61fae10.jpg,green,1,043
lf1_maturity,043_jpg.rf.3b879b2ec8537d93f103284ae2ca3a2b,1_maturity_evaluation,0,0.8326765298843384,,coconut-veirf-v5/train,train/images/043_jpg.rf.3b879b2ec8537d93f103284ae2ca3a2b.jpg,dry|green,1,043
lf1_maturity,044_jpg.rf.1374fd2fda0cd9e90106598dbab2c6bc,1_maturity_evaluation,0,0.38452139496803284,,coconut-veirf-v5/train,train/images/044_jpg.rf.1374fd2fda0cd9e90106598dbab2c6bc.jpg,dry,3,044
lf1_maturity,044_jpg.rf.4364c01270f0e063fe0b9c4a071e9788,1_maturity_evaluation,0,0.5988394618034363,,coconut-veirf-v5/train,train/images/044_jpg.rf.4364c01270f0e063fe0b9c4a071e9788.jpg,dry,3,044
lf1_maturity,044_jpg.rf.7e2652e821ba3b126e629a746afa70c6,1_maturity_evaluation,0,0.4158988893032074,,coconut-veirf-v5/train,train/images/044_jpg.rf.7e2652e821ba3b126e629a746afa70c6.jpg,dry,3,044
lf1_maturity,046_jpeg.rf.18fc9e843c6d9d7ff00f26f088357550,1_maturity_evaluation,1,0.966925323009491,,coconut-veirf-v5/train,train/images/046_jpeg.rf.18fc9e843c6d9d7ff00f26f088357550.jpg,tender,0,046_jpeg.rf.18fc9e843c6d9d7ff00f26f088357550
lf1_maturity,046_jpeg.rf.3e69f3b73c97628d9b885dc6ba482467,1_maturity_evaluation,1,0.9566933512687683,,coconut-veirf-v5/train,train/images/046_jpeg.rf.3e69f3b73c97628d9b885dc6ba482467.jpg,tender,2,046_jpeg.rf.3e69f3b73c97628d9b885dc6ba482467
lf1_maturity,046_jpeg.rf.b90a8166c7b1013287150fa4180698f4,1_maturity_evaluation,1,0.6367288827896118,,coconut-veirf-v5/train,train/images/046_jpeg.rf.b90a8166c7b1013287150fa4180698f4.jpg,tender,4,046_jpeg.rf.b90a8166c7b1013287150fa4180698f4
lf1_maturity,049_jpeg.rf.1b21d2bcad75110f76a7d8ea4c143ee9,1_maturity_evaluation,1,0.8470213413238525,,coconut-veirf-v5/train,train/images/049_jpeg.rf.1b21d2bcad75110f76a7d8ea4c143ee9.jpg,green,0,049_jpeg.rf.1b21d2bcad75110f76a7d8ea4c143ee9
lf1_maturity,049_jpeg.rf.5371ec437347af51f1234fc00f0ccc2f,1_maturity_evaluation,1,0.8224141597747803,,coconut-veirf-v5/train,train/images/049_jpeg.rf.5371ec437347af51f1234fc00f0ccc2f.jpg,green,0,049_jpeg.rf.5371ec437347af51f1234fc00f0ccc2f
lf1_maturity,049_jpeg.rf.f36ed434b28d85ea187db191fef0f389,1_maturity_evaluation,1,0.9226627349853516,,coconut-veirf-v5/train,train/images/049_jpeg.rf.f36ed434b28d85ea187db191fef0f389.jpg,green,2,049_jpeg.rf.f36ed434b28d85ea187db191fef0f389
lf1_maturity,04_jpg.rf.1ac4fcee4634cad16b6d444f2ec38d3c,1_maturity_evaluation,0,0.7037400007247925,,coconut-veirf-v5/train,train/images/04_jpg.rf.1ac4fcee4634cad16b6d444f2ec38d3c.jpg,green|tender,4,04
lf1_maturity,04_jpg.rf.7c237959701cf3e84050663258debb2c,1_maturity_evaluation,0,0.7395035624504089,,coconut-veirf-v5/train,train/images/04_jpg.rf.7c237959701cf3e84050663258debb2c.jpg,green|tender,4,04
lf1_maturity,04_jpg.rf.992d68ec12b365da4a32226a234dd2e7,1_maturity_evaluation,0,0.5886912941932678,,coconut-veirf-v5/train,train/images/04_jpg.rf.992d68ec12b365da4a32226a234dd2e7.jpg,green|tender,4,04
lf1_maturity,052_jpg.rf.0caaf596899b3f445159fcea15f9f7ec,1_maturity_evaluation,0,0.5448931455612183,,coconut-veirf-v5/train,train/images/052_jpg.rf.0caaf596899b3f445159fcea15f9f7ec.jpg,dry,1,052
lf1_maturity,052_jpg.rf.20c014a16b187062d1dece3f07b65293,1_maturity_evaluation,0,0.7211936712265015,,coconut-veirf-v5/train,train/images/052_jpg.rf.20c014a16b187062d1dece3f07b65293.jpg,dry|green,1,052
lf1_maturity,052_jpg.rf.d465a003604b928fd45ca6e00b4c36d4,1_maturity_evaluation,0,0.5570341944694519,,coconut-veirf-v5/train,train/images/052_jpg.rf.d465a003604b928fd45ca6e00b4c36d4.jpg,dry|green,1,052
lf1_maturity,053_jpg.rf.0a5abe5fbf66f06c41dcb869cb43248b,1_maturity_evaluation,1,0.9097503423690796,,coconut-veirf-v5/train,train/images/053_jpg.rf.0a5abe5fbf66f06c41dcb869cb43248b.jpg,green,3,053
lf1_maturity,053_jpg.rf.16a87b38237cbf12321887f8e63c85c4,1_maturity_evaluation,1,0.9041697978973389,,coconut-veirf-v5/train,train/images/053_jpg.rf.16a87b38237cbf12321887f8e63c85c4.jpg,green,3,053
lf1_maturity,053_jpg.rf.83811c2315128bad87d28f5f8a46b6ce,1_maturity_evaluation,1,0.8956009745597839,,coconut-veirf-v5/train,train/images/053_jpg.rf.83811c2315128bad87d28f5f8a46b6ce.jpg,green,3,053
lf1_maturity,054_jpg.rf.6985931b12ca60bf2189a937b2c50156,1_maturity_evaluation,1,0.9555575847625732,,coconut-veirf-v5/train,train/images/054_jpg.rf.6985931b12ca60bf2189a937b2c50156.jpg,green,2,054
lf1_maturity,054_jpg.rf.6b7ae3ea381fcc5de3ed3f4a0d74b365,1_maturity_evaluation,1,0.9472748041152954,,coconut-veirf-v5/train,train/images/054_jpg.rf.6b7ae3ea381fcc5de3ed3f4a0d74b365.jpg,green,2,054
lf1_maturity,054_jpg.rf.aec3073824f8f99b3518db16e6223ba0,1_maturity_evaluation,1,0.9663323163986206,,coconut-veirf-v5/train,train/images/054_jpg.rf.aec3073824f8f99b3518db16e6223ba0.jpg,green,2,054
lf1_maturity,057_jpg.rf.44bb885372d871dd557018b3a86e9093,1_maturity_evaluation,1,0.9098216891288757,,coconut-veirf-v5/train,train/images/057_jpg.rf.44bb885372d871dd557018b3a86e9093.jpg,tender,0,057
lf1_maturity,057_jpg.rf.7c2838abc46a6556989b2664b62f2eff,1_maturity_evaluation,1,0.9281277656555176,,coconut-veirf-v5/train,train/images/057_jpg.rf.7c2838abc46a6556989b2664b62f2eff.jpg,tender,0,057
lf1_maturity,057_jpg.rf.d84497872036225588007593a488ebb3,1_maturity_evaluation,1,0.910405158996582,,coconut-veirf-v5/train,train/images/057_jpg.rf.d84497872036225588007593a488ebb3.jpg,tender,0,057
lf1_maturity,058_jpg.rf.4468c7749beadcde397c966f11caafa5,1_maturity_evaluation,1,0.904294490814209,,coconut-veirf-v5/train,train/images/058_jpg.rf.4468c7749beadcde397c966f11caafa5.jpg,tender,0,058
lf1_maturity,058_jpg.rf.baa7f434506f55a353853f01817f9517,1_maturity_evaluation,1,0.9123750329017639,,coconut-veirf-v5/train,train/images/058_jpg.rf.baa7f434506f55a353853f01817f9517.jpg,tender,0,058
lf1_maturity,058_jpg.rf.e53e230ffc69dddd9a1950f8960991f0,1_maturity_evaluation,1,0.8857725262641907,,coconut-veirf-v5/train,train/images/058_jpg.rf.e53e230ffc69dddd9a1950f8960991f0.jpg,tender,0,058
lf1_maturity,059_jpg.rf.1366af527e37219789b57ade7b18f5ca,1_maturity_evaluation,1,0.8073201775550842,,coconut-veirf-v5/train,train/images/059_jpg.rf.1366af527e37219789b57ade7b18f5ca.jpg,dry,4,059
lf1_maturity,059_jpg.rf.21972af4bf364619536f460d795fd1d6,1_maturity_evaluation,1,0.8659074306488037,,coconut-veirf-v5/train,train/images/059_jpg.rf.21972af4bf364619536f460d795fd1d6.jpg,dry,4,059
lf1_maturity,059_jpg.rf.8b00e073b8624e12be8deb66dcb133c5,1_maturity_evaluation,1,0.8227119445800781,,coconut-veirf-v5/train,train/images/059_jpg.rf.8b00e073b8624e12be8deb66dcb133c5.jpg,dry,4,059
lf1_maturity,05_jpg.rf.205ee0c8cb4e19eeda2b6709b9af9d33,1_maturity_evaluation,1,0.8250616192817688,,coconut-veirf-v5/train,train/images/05_jpg.rf.205ee0c8cb4e19eeda2b6709b9af9d33.jpg,dry,3,05
lf1_maturity,05_jpg.rf.5a152404a6cf132f67407de3d139fa7d,1_maturity_evaluation,1,0.8669515252113342,,coconut-veirf-v5/train,train/images/05_jpg.rf.5a152404a6cf132f67407de3d139fa7d.jpg,dry,3,05
lf1_maturity,05_jpg.rf.f7f25e167da5c8ba5e1a372fb3f53d33,1_maturity_evaluation,1,0.8527258634567261,,coconut-veirf-v5/train,train/images/05_jpg.rf.f7f25e167da5c8ba5e1a372fb3f53d33.jpg,dry,3,05
lf1_maturity,060_jpg.rf.6f9604db77a3721e34fa7b8806c51211,1_maturity_evaluation,1,0.9199191331863403,,coconut-veirf-v5/train,train/images/060_jpg.rf.6f9604db77a3721e34fa7b8806c51211.jpg,tender,1,060
lf1_maturity,060_jpg.rf.9a5367eee35f0210f72ea81c45dd2b04,1_maturity_evaluation,1,0.9081397652626038,,coconut-veirf-v5/train,train/images/060_jpg.rf.9a5367eee35f0210f72ea81c45dd2b04.jpg,tender,1,060
lf1_maturity,060_jpg.rf.d8830cc9a1eb158cf405e880bb7b60c0,1_maturity_evaluation,1,0.91765958070755,,coconut-veirf-v5/train,train/images/060_jpg.rf.d8830cc9a1eb158cf405e880bb7b60c0.jpg,tender,1,060
lf1_maturity,061_jpg.rf.0047fc7c272411ab8cb5459dfc84bcd8,1_maturity_evaluation,1,0.9305133819580078,,coconut-veirf-v5/train,train/images/061_jpg.rf.0047fc7c272411ab8cb5459dfc84bcd8.jpg,tender,4,061
lf1_maturity,061_jpg.rf.02055709ae2d983524f343102687a167,1_maturity_evaluation,1,0.9477366805076599,,coconut-veirf-v5/train,train/images/061_jpg.rf.02055709ae2d983524f343102687a167.jpg,tender,4,061
lf1_maturity,061_jpg.rf.4a33f2aceb36f117d16ccc4381cbc5eb,1_maturity_evaluation,1,0.9390530586242676,,coconut-veirf-v5/train,train/images/061_jpg.rf.4a33f2aceb36f117d16ccc4381cbc5eb.jpg,tender,4,061
lf1_maturity,062_jpg.rf.ac95db25f27ea09ca0c30238c43e8095,1_maturity_evaluation,1,0.6715105772018433,,coconut-veirf-v5/train,train/images/062_jpg.rf.ac95db25f27ea09ca0c30238c43e8095.jpg,dry,4,062
lf1_maturity,062_jpg.rf.b374fed271bb813e90e6b8de6c893264,1_maturity_evaluation,1,0.7345029711723328,,coconut-veirf-v5/train,train/images/062_jpg.rf.b374fed271bb813e90e6b8de6c893264.jpg,dry,4,062
lf1_maturity,062_jpg.rf.d594e46bdf5f5165441daae6c15e3e7b,1_maturity_evaluation,1,0.723026692867279,,coconut-veirf-v5/train,train/images/062_jpg.rf.d594e46bdf5f5165441daae6c15e3e7b.jpg,dry|green,4,062
lf1_maturity,065_jpg.rf.74d068653c1483b865ce3ca36bf93714,1_maturity_evaluation,0,0.7411647439002991,,coconut-veirf-v5/train,train/images/065_jpg.rf.74d068653c1483b865ce3ca36bf93714.jpg,tender,0,065
lf1_maturity,065_jpg.rf.a18b513c2174bf6a0fe5185b6bc46341,1_maturity_evaluation,0,0.8074296712875366,,coconut-veirf-v5/train,train/images/065_jpg.rf.a18b513c2174bf6a0fe5185b6bc46341.jpg,tender,0,065
lf1_maturity,065_jpg.rf.b06d7ffbfac972059d61b1be4b9219b5,1_maturity_evaluation,0,0.8476318120956421,,coconut-veirf-v5/train,train/images/065_jpg.rf.b06d7ffbfac972059d61b1be4b9219b5.jpg,tender,0,065
lf1_maturity,067_jpg.rf.09b5ff924209d25731f8ddb5c3691c97,1_maturity_evaluation,1,0.8425517082214355,,coconut-veirf-v5/train,train/images/067_jpg.rf.09b5ff924209d25731f8ddb5c3691c97.jpg,green,2,067
lf1_maturity,067_jpg.rf.cba162f5906e14a849f29c6c2d61279b,1_maturity_evaluation,1,0.8559330105781555,,coconut-veirf-v5/train,train/images/067_jpg.rf.cba162f5906e14a849f29c6c2d61279b.jpg,green,2,067
lf1_maturity,067_jpg.rf.ecc70ae5d38791842e7d02b614112463,1_maturity_evaluation,1,0.693403959274292,,coconut-veirf-v5/train,train/images/067_jpg.rf.ecc70ae5d38791842e7d02b614112463.jpg,green,2,067
lf1_maturity,069_jpg.rf.03ec90b6a9afe9a0ac54b6853b211c29,1_maturity_evaluation,1,0.8090210556983948,,coconut-veirf-v5/train,train/images/069_jpg.rf.03ec90b6a9afe9a0ac54b6853b211c29.jpg,green,4,069
lf1_maturity,069_jpg.rf.b4722b28f23b1029a6622a6a8ae3c0b6,1_maturity_evaluation,1,0.8409729599952698,,coconut-veirf-v5/train,train/images/069_jpg.rf.b4722b28f23b1029a6622a6a8ae3c0b6.jpg,green,4,069
lf1_maturity,069_jpg.rf.d2f46165d58271ad3bea945085cac871,1_maturity_evaluation,1,0.849681556224823,,coconut-veirf-v5/train,train/images/069_jpg.rf.d2f46165d58271ad3bea945085cac871.jpg,green,4,069
lf1_maturity,072_jpg.rf.129748a6b0ce5509f141f1b91a41371a,1_maturity_evaluation,1,0.9266684651374817,,coconut-veirf-v5/train,train/images/072_jpg.rf.129748a6b0ce5509f141f1b91a41371a.jpg,green,3,072
lf1_maturity,072_jpg.rf.1857b0cbecbd7389289ca716a22794fb,1_maturity_evaluation,1,0.9205166101455688,,coconut-veirf-v5/train,train/images/072_jpg.rf.1857b0cbecbd7389289ca716a22794fb.jpg,green,3,072
lf1_maturity,072_jpg.rf.4f242e52f68c6a904a48387072357f46,1_maturity_evaluation,1,0.923976719379425,,coconut-veirf-v5/train,train/images/072_jpg.rf.4f242e52f68c6a904a48387072357f46.jpg,green,3,072
lf1_maturity,073_jpg.rf.44364eb14fc387e9f682cc248d1c0b34,1_maturity_evaluation,1,0.9443328380584717,,coconut-veirf-v5/train,train/images/073_jpg.rf.44364eb14fc387e9f682cc248d1c0b34.jpg,green,2,073
lf1_maturity,073_jpg.rf.890cb6901fbec700491e8098e7f3648f,1_maturity_evaluation,1,0.9471401572227478,,coconut-veirf-v5/train,train/images/073_jpg.rf.890cb6901fbec700491e8098e7f3648f.jpg,green,2,073
lf1_maturity,073_jpg.rf.a4b65d0d4da654e85e4c7d61bd507290,1_maturity_evaluation,1,0.9547109603881836,,coconut-veirf-v5/train,train/images/073_jpg.rf.a4b65d0d4da654e85e4c7d61bd507290.jpg,green,2,073
lf1_maturity,075_jpg.rf.8a986ed998fd3cda347c48dff38726ea,1_maturity_evaluation,1,0.921777069568634,,coconut-veirf-v5/train,train/images/075_jpg.rf.8a986ed998fd3cda347c48dff38726ea.jpg,tender,0,075
lf1_maturity,075_jpg.rf.b666e4fc7ee8c4ce505b0bab6fe7e710,1_maturity_evaluation,1,0.9353926777839661,,coconut-veirf-v5/train,train/images/075_jpg.rf.b666e4fc7ee8c4ce505b0bab6fe7e710.jpg,tender,0,075
