lf,image_id,task,vote,confidence,reason,source,path,pred_class,fold
lf2_foliar,GrayLeafSpot1122,2_foliar_disease,1,0.9999642372131348,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1122.jpg,gls,0
lf2_foliar,GrayLeafSpot1137,2_foliar_disease,1,0.9998717308044434,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1137.jpg,gls,0
lf2_foliar,GrayLeafSpot1144,2_foliar_disease,1,0.999948024749756,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1144.jpg,gls,0
lf2_foliar,GrayLeafSpot1145,2_foliar_disease,1,0.9999663829803468,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1145.jpg,gls,0
lf2_foliar,GrayLeafSpot1152,2_foliar_disease,1,0.999907374382019,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1152.jpg,gls,0
lf2_foliar,GrayLeafSpot1155,2_foliar_disease,1,0.9999520778656006,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1155.jpg,gls,0
lf2_foliar,GrayLeafSpot1157,2_foliar_disease,1,0.9999489784240724,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1157.jpg,gls,0
lf2_foliar,GrayLeafSpot1159,2_foliar_disease,1,0.9999487400054932,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1159.jpg,gls,0
lf2_foliar,GrayLeafSpot1160,2_foliar_disease,1,0.999936580657959,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1160.jpg,gls,0
lf2_foliar,GrayLeafSpot1168,2_foliar_disease,1,0.9999804496765136,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1168.jpg,gls,0
lf2_foliar,GrayLeafSpot1169,2_foliar_disease,1,0.9999862909317015,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1169.jpg,gls,0
lf2_foliar,GrayLeafSpot1173,2_foliar_disease,1,0.9999710321426392,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1173.jpg,gls,0
lf2_foliar,GrayLeafSpot1174,2_foliar_disease,1,0.9999805688858032,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1174.jpg,gls,0
lf2_foliar,GrayLeafSpot1178,2_foliar_disease,1,0.9999605417251588,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1178.jpg,gls,0
lf2_foliar,GrayLeafSpot1184,2_foliar_disease,1,0.9884554147720336,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1184.jpg,gls,0
lf2_foliar,GrayLeafSpot1190,2_foliar_disease,1,0.993312418460846,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1190.jpg,gls,0
lf2_foliar,GrayLeafSpot1191,2_foliar_disease,1,0.9950725436210632,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1191.jpg,gls,0
lf2_foliar,GrayLeafSpot1199,2_foliar_disease,1,0.9990517497062684,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1199.jpg,gls,0
lf2_foliar,GrayLeafSpot1201,2_foliar_disease,1,0.9988877177238464,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1201.jpg,gls,0
lf2_foliar,GrayLeafSpot1206,2_foliar_disease,1,0.9998276233673096,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1206.jpg,gls,0
lf2_foliar,GrayLeafSpot1208,2_foliar_disease,1,0.9993552565574646,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1208.jpg,gls,0
lf2_foliar,GrayLeafSpot1211,2_foliar_disease,1,0.9979827404022216,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1211.jpg,gls,0
lf2_foliar,GrayLeafSpot1216,2_foliar_disease,1,0.9765665531158448,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1216.jpg,gls,0
lf2_foliar,GrayLeafSpot122,2_foliar_disease,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot122.jpg,gls,0
lf2_foliar,GrayLeafSpot1221,2_foliar_disease,1,0.9995193481445312,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1221.jpg,gls,0
lf2_foliar,GrayLeafSpot1223,2_foliar_disease,1,0.9997931122779846,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1223.jpg,gls,0
lf2_foliar,GrayLeafSpot1226,2_foliar_disease,1,0.9961012601852416,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1226.jpg,gls,0
lf2_foliar,GrayLeafSpot1227,2_foliar_disease,1,0.9873177409172058,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1227.jpg,gls,0
lf2_foliar,GrayLeafSpot123,2_foliar_disease,1,0.9999995231628418,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot123.jpg,gls,0
lf2_foliar,GrayLeafSpot1230,2_foliar_disease,1,0.9978095889091492,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1230.jpg,gls,0
lf2_foliar,GrayLeafSpot1233,2_foliar_disease,1,0.9954407215118408,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1233.jpg,gls,0
lf2_foliar,GrayLeafSpot1235,2_foliar_disease,1,0.9988112449645996,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1235.jpg,gls,0
lf2_foliar,GrayLeafSpot1237,2_foliar_disease,1,0.99931538105011,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1237.jpg,gls,0
lf2_foliar,GrayLeafSpot1238,2_foliar_disease,1,0.9991707801818848,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1238.jpg,gls,0
lf2_foliar,GrayLeafSpot1247,2_foliar_disease,1,0.9999969005584716,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1247.jpg,gls,0
lf2_foliar,GrayLeafSpot1248,2_foliar_disease,1,0.9999948740005492,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1248.jpg,gls,0
lf2_foliar,GrayLeafSpot1249,2_foliar_disease,1,0.9999792575836182,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1249.jpg,gls,0
lf2_foliar,GrayLeafSpot1265,2_foliar_disease,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1265.jpg,gls,0
lf2_foliar,GrayLeafSpot1267,2_foliar_disease,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1267.jpg,gls,0
lf2_foliar,GrayLeafSpot1268,2_foliar_disease,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1268.jpg,gls,0
lf2_foliar,GrayLeafSpot1271,2_foliar_disease,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1271.jpg,gls,0
lf2_foliar,GrayLeafSpot1276,2_foliar_disease,1,0.9999914169311525,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1276.jpg,gls,0
lf2_foliar,GrayLeafSpot1278,2_foliar_disease,1,0.9999986886978148,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1278.jpg,gls,0
lf2_foliar,GrayLeafSpot128,2_foliar_disease,1,0.99999737739563,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot128.jpg,gls,0
lf2_foliar,GrayLeafSpot1289,2_foliar_disease,1,0.9999996423721312,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1289.jpg,gls,0
lf2_foliar,GrayLeafSpot1290,2_foliar_disease,1,0.9999985694885254,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1290.jpg,gls,0
lf2_foliar,GrayLeafSpot1307,2_foliar_disease,1,0.9999984502792358,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1307.jpg,gls,0
lf2_foliar,GrayLeafSpot1308,2_foliar_disease,1,0.9999997615814208,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1308.jpg,gls,0
lf2_foliar,GrayLeafSpot131,2_foliar_disease,1,0.9999992847442628,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot131.jpg,gls,0
lf2_foliar,GrayLeafSpot1320,2_foliar_disease,1,0.9999877214431764,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1320.jpg,gls,0
lf2_foliar,GrayLeafSpot1328,2_foliar_disease,1,0.9999922513961792,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1328.jpg,gls,0
lf2_foliar,GrayLeafSpot1331,2_foliar_disease,1,0.9999902248382568,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1331.jpg,gls,0
lf2_foliar,GrayLeafSpot1333,2_foliar_disease,1,0.9999769926071168,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1333.jpg,gls,0
lf2_foliar,GrayLeafSpot1341,2_foliar_disease,1,0.9999749660491944,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1341.jpg,gls,0
lf2_foliar,GrayLeafSpot1342,2_foliar_disease,1,0.9999929666519164,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1342.jpg,gls,0
lf2_foliar,GrayLeafSpot1343,2_foliar_disease,1,0.999914050102234,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1343.jpg,gls,0
lf2_foliar,GrayLeafSpot1348,2_foliar_disease,1,0.999958872795105,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1348.jpg,gls,0
lf2_foliar,GrayLeafSpot1350,2_foliar_disease,1,0.9999481439590454,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1350.jpg,gls,0
lf2_foliar,GrayLeafSpot1358,2_foliar_disease,1,0.9999345541000366,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1358.jpg,gls,0
lf2_foliar,GrayLeafSpot1363,2_foliar_disease,1,0.9999370574951172,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1363.jpg,gls,0
lf2_foliar,GrayLeafSpot1370,2_foliar_disease,1,0.9999200105667114,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1370.jpg,gls,0
lf2_foliar,GrayLeafSpot1372,2_foliar_disease,1,0.9999583959579468,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1372.jpg,gls,0
lf2_foliar,GrayLeafSpot1382,2_foliar_disease,1,0.9999645948410034,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1382.jpg,gls,0
lf2_foliar,GrayLeafSpot1386,2_foliar_disease,1,0.9999576807022096,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1386.jpg,gls,0
lf2_foliar,GrayLeafSpot139,2_foliar_disease,1,0.9999997615814208,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot139.jpg,gls,0
lf2_foliar,GrayLeafSpot1391,2_foliar_disease,1,0.9999953508377076,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1391.jpg,gls,0
lf2_foliar,GrayLeafSpot1394,2_foliar_disease,1,0.9999977350234984,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1394.jpg,gls,0
lf2_foliar,GrayLeafSpot1399,2_foliar_disease,1,0.9999966621398926,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1399.jpg,gls,0
lf2_foliar,GrayLeafSpot1400,2_foliar_disease,1,0.9999958276748656,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1400.jpg,gls,0
lf2_foliar,GrayLeafSpot1408,2_foliar_disease,1,0.9997666478157043,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1408.jpg,gls,0
lf2_foliar,GrayLeafSpot1412,2_foliar_disease,1,0.99998939037323,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1412.jpg,gls,0
lf2_foliar,GrayLeafSpot1415,2_foliar_disease,1,0.999872088432312,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1415.jpg,gls,0
lf2_foliar,GrayLeafSpot1427,2_foliar_disease,1,0.999922513961792,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1427.jpg,gls,0
lf2_foliar,GrayLeafSpot1428,2_foliar_disease,1,0.9999690055847168,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1428.jpg,gls,0
lf2_foliar,GrayLeafSpot1438,2_foliar_disease,1,0.9999725818634032,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1438.jpg,gls,0
lf2_foliar,GrayLeafSpot1439,2_foliar_disease,1,0.9999510049819946,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1439.jpg,gls,0
lf2_foliar,GrayLeafSpot1440,2_foliar_disease,1,0.9990000128746032,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1440.jpg,gls,0
lf2_foliar,GrayLeafSpot1457,2_foliar_disease,1,0.9999971389770508,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1457.jpg,gls,0
lf2_foliar,GrayLeafSpot1461,2_foliar_disease,1,0.999992609024048,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1461.jpg,gls,0
lf2_foliar,GrayLeafSpot1478,2_foliar_disease,1,0.9999874830245972,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1478.jpg,gls,0
lf2_foliar,GrayLeafSpot1481,2_foliar_disease,1,0.9999985694885254,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1481.jpg,gls,0
lf2_foliar,GrayLeafSpot1482,2_foliar_disease,1,0.9999995231628418,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1482.jpg,gls,0
lf2_foliar,GrayLeafSpot1484,2_foliar_disease,1,0.9999982118606568,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1484.jpg,gls,0
lf2_foliar,GrayLeafSpot1485,2_foliar_disease,1,0.999997615814209,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1485.jpg,gls,0
lf2_foliar,GrayLeafSpot149,2_foliar_disease,1,0.999997615814209,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot149.jpg,gls,0
lf2_foliar,GrayLeafSpot1493,2_foliar_disease,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1493.jpg,gls,0
lf2_foliar,GrayLeafSpot1494,2_foliar_disease,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1494.jpg,gls,0
lf2_foliar,GrayLeafSpot1510,2_foliar_disease,1,0.9999991655349731,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1510.jpg,gls,0
lf2_foliar,GrayLeafSpot1512,2_foliar_disease,1,0.999998927116394,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1512.jpg,gls,0
lf2_foliar,GrayLeafSpot1522,2_foliar_disease,1,0.9999724626541138,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot1522.jpg,gls,0
lf2_foliar,GrayLeafSpot153,2_foliar_disease,1,0.9999104738235474,,coconut-tree-disease,Coconut Tree Disease Dataset/Gray Leaf Spot/GrayLeafSpot153.jpg,gls,0
