lf,image_id,task,vote,confidence,reason,source,path,pred_class,fold
lf5_petiole,BudRootDropping121,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping121.jpg,budroot,0
lf5_petiole,BudRootDropping122,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping122.jpg,budroot,0
lf5_petiole,BudRootDropping124,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping124.jpg,budroot,0
lf5_petiole,BudRootDropping125,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping125.jpg,budroot,0
lf5_petiole,BudRootDropping126,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping126.jpg,budroot,0
lf5_petiole,BudRootDropping137,5_petiole,1,0.9999996423721312,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping137.jpg,budroot,0
lf5_petiole,BudRootDropping142,5_petiole,1,0.9999957084655762,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping142.jpg,budroot,0
lf5_petiole,BudRootDropping143,5_petiole,1,0.9999880790710448,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping143.jpg,budroot,0
lf5_petiole,BudRootDropping145,5_petiole,1,0.9999964237213136,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping145.jpg,budroot,0
lf5_petiole,BudRootDropping146,5_petiole,1,0.9999996423721312,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping146.jpg,budroot,0
lf5_petiole,BudRootDropping153,5_petiole,1,0.9999990463256836,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping153.jpg,budroot,0
lf5_petiole,BudRootDropping155,5_petiole,1,0.9999994039535522,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping155.jpg,budroot,0
lf5_petiole,BudRootDropping158,5_petiole,1,0.9999243021011353,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping158.jpg,budroot,0
lf5_petiole,BudRootDropping162,5_petiole,1,0.9999828338623048,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping162.jpg,budroot,0
lf5_petiole,BudRootDropping167,5_petiole,1,0.9995242357254028,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping167.jpg,budroot,0
lf5_petiole,BudRootDropping181,5_petiole,1,0.9999997615814208,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping181.jpg,budroot,0
lf5_petiole,BudRootDropping183,5_petiole,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping183.jpg,budroot,0
lf5_petiole,BudRootDropping186,5_petiole,1,0.9999997615814208,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping186.jpg,budroot,0
lf5_petiole,BudRootDropping189,5_petiole,1,0.9999979734420776,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping189.jpg,budroot,0
lf5_petiole,BudRootDropping199,5_petiole,1,0.9999979734420776,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping199.jpg,budroot,0
lf5_petiole,BudRootDropping200,5_petiole,1,0.9999996423721312,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping200.jpg,budroot,0
lf5_petiole,BudRootDropping202,5_petiole,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping202.jpg,budroot,0
lf5_petiole,BudRootDropping203,5_petiole,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping203.jpg,budroot,0
lf5_petiole,BudRootDropping205,5_petiole,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping205.jpg,budroot,0
lf5_petiole,BudRootDropping217,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping217.jpg,budroot,0
lf5_petiole,BudRootDropping223,5_petiole,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping223.jpg,budroot,0
lf5_petiole,BudRootDropping232,5_petiole,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping232.jpg,budroot,0
lf5_petiole,BudRootDropping233,5_petiole,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping233.jpg,budroot,0
lf5_petiole,BudRootDropping237,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping237.jpg,budroot,0
lf5_petiole,BudRootDropping241,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping241.jpg,budroot,0
lf5_petiole,BudRootDropping248,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping248.jpg,budroot,0
lf5_petiole,BudRootDropping249,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping249.jpg,budroot,0
lf5_petiole,BudRootDropping253,5_petiole,1,0.9999997615814208,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping253.jpg,budroot,0
lf5_petiole,BudRootDropping257,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping257.jpg,budroot,0
lf5_petiole,BudRootDropping262,5_petiole,1,0.9999974966049194,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping262.jpg,budroot,0
lf5_petiole,BudRootDropping265,5_petiole,1,0.9999984502792358,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping265.jpg,budroot,0
lf5_petiole,BudRootDropping269,5_petiole,1,0.9999985694885254,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping269.jpg,budroot,0
lf5_petiole,BudRootDropping270,5_petiole,1,0.9999991655349731,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping270.jpg,budroot,0
lf5_petiole,BudRootDropping280,5_petiole,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping280.jpg,budroot,0
lf5_petiole,BudRootDropping296,5_petiole,1,0.9999992847442628,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping296.jpg,budroot,0
lf5_petiole,BudRootDropping302,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping302.jpg,budroot,0
lf5_petiole,BudRootDropping306,5_petiole,1,0.9999871253967284,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping306.jpg,budroot,0
lf5_petiole,BudRootDropping308,5_petiole,1,0.9999934434890748,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping308.jpg,budroot,0
lf5_petiole,BudRootDropping309,5_petiole,1,0.999912977218628,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping309.jpg,budroot,0
lf5_petiole,BudRootDropping314,5_petiole,1,0.9999887943267822,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping314.jpg,budroot,0
lf5_petiole,BudRootDropping323,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping323.jpg,budroot,0
lf5_petiole,BudRootDropping324,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping324.jpg,budroot,0
lf5_petiole,BudRootDropping326,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping326.jpg,budroot,0
lf5_petiole,BudRootDropping329,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping329.jpg,budroot,0
lf5_petiole,BudRootDropping332,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping332.jpg,budroot,0
lf5_petiole,BudRootDropping346,5_petiole,1,0.9999997615814208,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping346.jpg,budroot,0
lf5_petiole,BudRootDropping351,5_petiole,1,0.999997854232788,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping351.jpg,budroot,0
lf5_petiole,BudRootDropping352,5_petiole,1,0.9999184608459472,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping352.jpg,budroot,0
lf5_petiole,BudRootDropping357,5_petiole,1,0.9997807145118712,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping357.jpg,budroot,0
lf5_petiole,BudRootDropping364,5_petiole,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping364.jpg,budroot,0
lf5_petiole,BudRootDropping365,5_petiole,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping365.jpg,budroot,0
lf5_petiole,BudRootDropping373,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping373.jpg,budroot,0
lf5_petiole,BudRootDropping383,5_petiole,1,0.9999982118606568,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping383.jpg,budroot,0
lf5_petiole,BudRootDropping385,5_petiole,1,0.9999969005584716,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping385.jpg,budroot,0
lf5_petiole,BudRootDropping391,5_petiole,1,0.9999794960021972,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping391.jpg,budroot,0
lf5_petiole,BudRootDropping392,5_petiole,1,0.9999758005142212,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping392.jpg,budroot,0
lf5_petiole,BudRootDropping396,5_petiole,1,0.9999666213989258,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping396.jpg,budroot,0
lf5_petiole,BudRootDropping397,5_petiole,1,0.9999706745147704,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping397.jpg,budroot,0
lf5_petiole,BudRootDropping398,5_petiole,1,0.9999749660491944,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping398.jpg,budroot,0
lf5_petiole,BudRootDropping399,5_petiole,1,0.9999619722366332,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping399.jpg,budroot,0
lf5_petiole,BudRootDropping403,5_petiole,1,0.9999393224716188,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping403.jpg,budroot,0
lf5_petiole,BudRootDropping404,5_petiole,1,0.9996861219406128,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping404.jpg,budroot,0
lf5_petiole,BudRootDropping406,5_petiole,1,0.9997931122779846,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping406.jpg,budroot,0
lf5_petiole,BudRootDropping415,5_petiole,1,0.9999992847442628,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping415.jpg,budroot,0
lf5_petiole,BudRootDropping420,5_petiole,1,0.9999980926513672,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping420.jpg,budroot,0
lf5_petiole,BudRootDropping429,5_petiole,1,0.9999988079071044,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping429.jpg,budroot,0
lf5_petiole,BudRootDropping441,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping441.jpg,budroot,0
lf5_petiole,BudRootDropping445,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping445.jpg,budroot,0
lf5_petiole,BudRootDropping448,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping448.jpg,budroot,0
lf5_petiole,BudRootDropping453,5_petiole,1,0.9999997615814208,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping453.jpg,budroot,0
lf5_petiole,BudRootDropping456,5_petiole,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping456.jpg,budroot,0
lf5_petiole,BudRootDropping468,5_petiole,1,0.9999991655349731,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping468.jpg,budroot,0
lf5_petiole,BudRootDropping469,5_petiole,1,0.9999994039535522,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping469.jpg,budroot,0
lf5_petiole,BudRootDropping473,5_petiole,1,0.999997854232788,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping473.jpg,budroot,0
lf5_petiole,BudRootDropping475,5_petiole,1,0.9999988079071044,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping475.jpg,budroot,0
lf5_petiole,BudRootDropping479,5_petiole,1,0.9999997615814208,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping479.jpg,budroot,0
lf5_petiole,BudRootDropping484,5_petiole,1,0.9999997615814208,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping484.jpg,budroot,0
lf5_petiole,BudRootDropping487,5_petiole,1,0.9999983310699464,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping487.jpg,budroot,0
lf5_petiole,BudRootDropping490,5_petiole,1,0.999992847442627,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping490.jpg,budroot,0
lf5_petiole,BudRootDropping509,5_petiole,1,0.9999970197677612,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping509.jpg,budroot,0
lf5_petiole,BudRootDropping003,5_petiole,1,0.999995231628418,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping003.jpg,budroot,1
lf5_petiole,BudRootDropping008,5_petiole,1,0.9999604225158693,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping008.jpg,budroot,1
lf5_petiole,BudRootDropping013,5_petiole,1,0.9999562501907348,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping013.jpg,budroot,1
lf5_petiole,BudRootDropping017,5_petiole,1,0.9999995231628418,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping017.jpg,budroot,1
lf5_petiole,BudRootDropping023,5_petiole,1,0.9999997615814208,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping023.jpg,budroot,1
lf5_petiole,BudRootDropping024,5_petiole,1,0.9999997615814208,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping024.jpg,budroot,1
lf5_petiole,BudRootDropping031,5_petiole,1,0.9999996423721312,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping031.jpg,budroot,1
lf5_petiole,BudRootDropping032,5_petiole,1,0.9999996423721312,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping032.jpg,budroot,1
lf5_petiole,BudRootDropping036,5_petiole,1,0.9999984502792358,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping036.jpg,budroot,1
lf5_petiole,BudRootDropping041,5_petiole,1,0.9999986886978148,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping041.jpg,budroot,1
lf5_petiole,BudRootDropping057,5_petiole,1,0.9999992847442628,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping057.jpg,budroot,1
lf5_petiole,BudRootDropping062,5_petiole,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping062.jpg,budroot,1
lf5_petiole,BudRootDropping063,5_petiole,1,0.9999996423721312,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping063.jpg,budroot,1
lf5_petiole,BudRootDropping070,5_petiole,1,0.9999998807907104,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping070.jpg,budroot,1
lf5_petiole,BudRootDropping072,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping072.jpg,budroot,1
lf5_petiole,BudRootDropping073,5_petiole,1,0.9999995231628418,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping073.jpg,budroot,1
lf5_petiole,BudRootDropping081,5_petiole,1,0.9999943971633912,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping081.jpg,budroot,1
lf5_petiole,BudRootDropping082,5_petiole,1,0.9999778270721436,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping082.jpg,budroot,1
lf5_petiole,BudRootDropping083,5_petiole,1,0.9999837875366212,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping083.jpg,budroot,1
lf5_petiole,BudRootDropping095,5_petiole,1,0.9999896287918092,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping095.jpg,budroot,1
lf5_petiole,BudRootDropping102,5_petiole,1,0.999996781349182,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping102.jpg,budroot,1
lf5_petiole,BudRootDropping106,5_petiole,1,0.9999942779541016,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping106.jpg,budroot,1
lf5_petiole,BudRootDropping107,5_petiole,1,0.9999953508377076,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping107.jpg,budroot,1
lf5_petiole,BudRootDropping117,5_petiole,1,0.9999923706054688,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping117.jpg,budroot,1
lf5_petiole,BudRootDropping119,5_petiole,1,0.999990701675415,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping119.jpg,budroot,1
lf5_petiole,BudRootDropping128,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping128.jpg,budroot,1
lf5_petiole,BudRootDropping135,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping135.jpg,budroot,1
lf5_petiole,BudRootDropping136,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping136.jpg,budroot,1
lf5_petiole,BudRootDropping138,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping138.jpg,budroot,1
lf5_petiole,BudRootDropping149,5_petiole,1,1.0,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping149.jpg,budroot,1
lf5_petiole,BudRootDropping159,5_petiole,1,0.9999979734420776,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping159.jpg,budroot,1
lf5_petiole,BudRootDropping166,5_petiole,1,0.99998939037323,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping166.jpg,budroot,1
lf5_petiole,BudRootDropping168,5_petiole,1,0.9999648332595824,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping168.jpg,budroot,1
lf5_petiole,BudRootDropping171,5_petiole,1,0.999990701675415,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping171.jpg,budroot,1
lf5_petiole,BudRootDropping172,5_petiole,1,0.99999737739563,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping172.jpg,budroot,1
lf5_petiole,BudRootDropping175,5_petiole,1,0.9999994039535522,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping175.jpg,budroot,1
lf5_petiole,BudRootDropping180,5_petiole,1,0.999996542930603,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping180.jpg,budroot,1
lf5_petiole,BudRootDropping185,5_petiole,1,0.9999988079071044,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping185.jpg,budroot,1
lf5_petiole,BudRootDropping191,5_petiole,1,0.9999958276748656,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping191.jpg,budroot,1
lf5_petiole,BudRootDropping196,5_petiole,1,0.999969482421875,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping196.jpg,budroot,1
lf5_petiole,BudRootDropping197,5_petiole,1,0.999968647956848,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping197.jpg,budroot,1
lf5_petiole,BudRootDropping198,5_petiole,1,0.9999486207962036,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping198.jpg,budroot,1
lf5_petiole,BudRootDropping211,5_petiole,1,0.9999994039535522,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping211.jpg,budroot,1
lf5_petiole,BudRootDropping218,5_petiole,1,0.9999957084655762,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping218.jpg,budroot,1
lf5_petiole,BudRootDropping221,5_petiole,1,0.9999804496765136,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping221.jpg,budroot,1
lf5_petiole,BudRootDropping228,5_petiole,1,0.9999985694885254,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping228.jpg,budroot,1
lf5_petiole,BudRootDropping229,5_petiole,1,0.9999992847442628,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping229.jpg,budroot,1
lf5_petiole,BudRootDropping238,5_petiole,1,0.9999995231628418,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping238.jpg,budroot,1
lf5_petiole,BudRootDropping239,5_petiole,1,0.9999995231628418,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping239.jpg,budroot,1
lf5_petiole,BudRootDropping244,5_petiole,1,0.9999997615814208,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping244.jpg,budroot,1
lf5_petiole,BudRootDropping245,5_petiole,1,0.9999995231628418,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping245.jpg,budroot,1
lf5_petiole,BudRootDropping260,5_petiole,1,0.9999988079071044,,coconut-tree-disease,Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping260.jpg,budroot,1
