epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,1118.41,0.8679,1.12493,1.31596,0.7144,0.69054,0.72332,0.52298,0.92217,1.18078,1.53375,0.00118143,0.00118143,0.00118143
16,1191.77,0.86545,1.10828,1.28392,0.58692,0.72076,0.69123,0.48256,0.94975,1.2899,1.4621,0.00116374,0.00116374,0.00116374
17,1264.54,0.88189,1.11028,1.31445,0.71695,0.62558,0.71989,0.43991,1.27656,1.31133,1.76547,0.00114606,0.00114606,0.00114606
18,1337.67,0.83546,1.05062,1.28086,0.69008,0.64252,0.71749,0.51649,0.88697,1.35876,1.40568,0.00112837,0.00112837,0.00112837
19,1410.66,0.83729,1.0522,1.28117,0.7116,0.64237,0.65391,0.3905,1.11711,1.64769,1.57419,0.00111069,0.00111069,0.00111069
20,1483.68,0.79766,1.00351,1.25101,0.74684,0.66364,0.70367,0.52138,1.01617,1.13973,1.56146,0.00109301,0.00109301,0.00109301
21,1556.98,0.80958,0.97729,1.25808,0.67511,0.67704,0.71342,0.5001,1.00309,1.19673,1.50931,0.00107532,0.00107532,0.00107532
22,1629.98,0.80409,0.95068,1.24639,0.70147,0.66617,0.68845,0.45861,0.96039,1.25416,1.50695,0.00105764,0.00105764,0.00105764
23,1703.22,0.80411,0.92269,1.23152,0.65359,0.73387,0.74156,0.51801,0.93054,1.17522,1.43109,0.00103995,0.00103995,0.00103995
24,1776.23,0.77392,0.92612,1.23009,0.68246,0.59978,0.63081,0.44523,0.94176,1.32808,1.47858,0.00102227,0.00102227,0.00102227
25,1849.8,0.76269,0.91845,1.22335,0.71746,0.69181,0.74256,0.54256,0.96356,1.15371,1.46622,0.00100459,0.00100459,0.00100459
26,1923.26,0.73506,0.87468,1.21097,0.76585,0.69961,0.76229,0.50552,0.95399,1.23667,1.48718,0.000986903,0.000986903,0.000986903
27,1996.26,0.74866,0.86505,1.21217,0.7155,0.64587,0.68686,0.47442,0.88669,1.31448,1.41176,0.000969219,0.000969219,0.000969219
28,2069.64,0.72333,0.81698,1.19097,0.84707,0.7149,0.78716,0.58842,0.86815,1.12729,1.42621,0.000951535,0.000951535,0.000951535
29,2142.96,0.71576,0.81261,1.19112,0.73449,0.68471,0.73264,0.51061,0.88502,1.26986,1.44588,0.000933851,0.000933851,0.000933851
30,2215.94,0.70053,0.83427,1.16637,0.76311,0.70027,0.81314,0.60388,0.82639,0.95249,1.37034,0.000916168,0.000916168,0.000916168
31,2288.79,0.69911,0.81484,1.1834,0.83594,0.73714,0.7972,0.60469,0.90881,1.07048,1.42712,0.000898484,0.000898484,0.000898484
32,2361.68,0.68856,0.79148,1.16045,0.77959,0.66147,0.80647,0.59227,0.86414,1.09392,1.44933,0.0008808,0.0008808,0.0008808
33,2435.04,0.69008,0.76222,1.18276,0.7886,0.70714,0.78592,0.53822,0.95423,1.20158,1.54862,0.000863116,0.000863116,0.000863116
34,2508.24,0.66902,0.75018,1.16654,0.73032,0.69355,0.70891,0.51775,0.80317,1.15035,1.35425,0.000845432,0.000845432,0.000845432
35,2580.99,0.67628,0.73686,1.15997,0.79877,0.75978,0.8119,0.62864,0.79137,0.94589,1.3511,0.000827748,0.000827748,0.000827748
36,2654.09,0.63744,0.70374,1.12453,0.82225,0.72976,0.79848,0.58964,0.88399,0.93653,1.44151,0.000810064,0.000810064,0.000810064
37,2733.13,0.65138,0.73609,1.14977,0.78878,0.79721,0.83037,0.61825,0.8957,0.95546,1.45694,0.00079238,0.00079238,0.00079238
38,2810.72,0.64698,0.70834,1.14994,0.82494,0.78636,0.82664,0.6251,0.8728,0.91245,1.39618,0.000774697,0.000774697,0.000774697
39,2889.04,0.65042,0.71226,1.14742,0.86863,0.71784,0.79866,0.60254,0.82186,0.98897,1.39823,0.000757013,0.000757013,0.000757013
40,2968.45,0.6434,0.70125,1.15073,0.79381,0.72,0.79197,0.63542,0.84677,0.9662,1.36316,0.000739329,0.000739329,0.000739329
41,3047.59,0.63065,0.69334,1.14861,0.84267,0.75705,0.83141,0.65881,0.80391,0.8479,1.33925,0.000721645,0.000721645,0.000721645
42,3126.76,0.62069,0.6628,1.13373,0.85145,0.75356,0.80605,0.62917,0.81649,0.95119,1.38215,0.000703961,0.000703961,0.000703961
43,3748.52,0.61498,0.66302,1.13441,0.84096,0.73673,0.80305,0.60311,0.82005,1.00926,1.37414,0.000686277,0.000686277,0.000686277
44,3833.77,0.63154,0.66909,1.15001,0.834,0.70865,0.78622,0.62635,0.78783,0.98455,1.32366,0.000668593,0.000668593,0.000668593
45,3909.72,0.59299,0.6271,1.11253,0.8264,0.68565,0.76474,0.59975,0.83079,0.95761,1.39721,0.000650909,0.000650909,0.000650909
46,3984.44,0.5967,0.63219,1.12056,0.89028,0.73653,0.78459,0.62372,0.80375,0.99194,1.36311,0.000633226,0.000633226,0.000633226
47,4071.96,0.57547,0.63958,1.1035,0.81961,0.75231,0.7888,0.63352,0.74216,1.02461,1.24713,0.000615542,0.000615542,0.000615542
48,4159.54,0.57849,0.63962,1.10993,0.74646,0.73892,0.7746,0.63305,0.77462,0.97338,1.31904,0.000597858,0.000597858,0.000597858
49,4233.59,0.56899,0.61082,1.09938,0.88355,0.75442,0.80945,0.64254,0.79774,0.88794,1.36573,0.000580174,0.000580174,0.000580174
50,4306.58,0.58243,0.61997,1.10608,0.82732,0.72937,0.78303,0.62845,0.78653,1.09106,1.30914,0.00056249,0.00056249,0.00056249
51,4383.29,0.56715,0.59583,1.09301,0.83403,0.73768,0.78851,0.64471,0.77737,0.97072,1.27011,0.000544806,0.000544806,0.000544806
52,4456.26,0.56534,0.59425,1.09188,0.80821,0.71815,0.78895,0.62884,0.76743,0.93103,1.30902,0.000527122,0.000527122,0.000527122
53,4531.42,0.54789,0.58727,1.08546,0.85293,0.72701,0.78675,0.61997,0.78653,0.87925,1.30975,0.000509438,0.000509438,0.000509438
54,4605.81,0.54685,0.5615,1.07594,0.85921,0.76419,0.78203,0.61147,0.79865,0.95531,1.3397,0.000491755,0.000491755,0.000491755
55,4678.45,0.55535,0.54627,1.08699,0.89078,0.72266,0.8011,0.6186,0.80476,0.95614,1.34796,0.000474071,0.000474071,0.000474071
56,4753.74,0.54261,0.5559,1.07624,0.81808,0.77438,0.8035,0.63383,0.74656,0.91692,1.30276,0.000456387,0.000456387,0.000456387
