epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,1299.47,0.8159,1.06557,1.27282,0.48313,0.62419,0.55208,0.32054,1.24731,1.56918,1.77457,0.00114606,0.00114606,0.00114606
18,1374.6,0.81372,1.02771,1.27168,0.4872,0.69839,0.57123,0.38193,1.13705,1.72894,1.6546,0.00112837,0.00112837,0.00112837
19,1449.18,0.81334,0.97216,1.25354,0.67024,0.65293,0.67958,0.4361,1.14677,1.31508,1.73502,0.00111069,0.00111069,0.00111069
20,1523.23,0.81076,0.98626,1.25272,0.72924,0.6748,0.74993,0.48908,1.12083,1.20525,1.63941,0.00109301,0.00109301,0.00109301
21,1598.04,0.76808,0.92568,1.2344,0.63567,0.81123,0.72026,0.4645,1.08285,1.25914,1.63208,0.00107532,0.00107532,0.00107532
22,1672.98,0.75593,0.90399,1.22889,0.50257,0.66321,0.64101,0.38512,1.20184,1.61987,1.75694,0.00105764,0.00105764,0.00105764
23,1747.24,0.74553,0.91146,1.20865,0.68375,0.64261,0.67205,0.41706,1.11583,1.42252,1.61806,0.00103995,0.00103995,0.00103995
24,1822.99,0.78095,0.94281,1.24844,0.67129,0.69666,0.68398,0.48539,1.00835,1.17678,1.54601,0.00102227,0.00102227,0.00102227
25,1897.52,0.76001,0.88266,1.23865,0.65567,0.67112,0.69158,0.42555,1.05384,1.47482,1.61935,0.00100459,0.00100459,0.00100459
26,1972.37,0.75419,0.872,1.21997,0.6998,0.62351,0.64849,0.42103,1.11491,1.26824,1.66169,0.000986903,0.000986903,0.000986903
27,2047.26,0.70464,0.8384,1.20639,0.42046,0.65632,0.53974,0.35834,1.05635,1.57512,1.62318,0.000969219,0.000969219,0.000969219
28,2121.72,0.71383,0.84412,1.20514,0.70993,0.63034,0.70114,0.4821,1.03554,1.28864,1.58166,0.000951535,0.000951535,0.000951535
29,2196.35,0.7023,0.80475,1.19279,0.52947,0.69364,0.62697,0.42178,1.08646,1.59678,1.65301,0.000933851,0.000933851,0.000933851
30,2271.43,0.71615,0.8018,1.19427,0.66622,0.76413,0.75043,0.5202,0.9868,1.16706,1.54741,0.000916168,0.000916168,0.000916168
31,2346.39,0.68175,0.74352,1.17202,0.6487,0.76724,0.75619,0.5275,0.98605,1.23618,1.47763,0.000898484,0.000898484,0.000898484
32,2421.79,0.6903,0.77279,1.17264,0.63543,0.69205,0.64667,0.41806,1.11692,1.33955,1.63288,0.0008808,0.0008808,0.0008808
33,2496.73,0.67972,0.77337,1.15025,0.67841,0.78461,0.74625,0.53321,1.0011,1.10464,1.53679,0.000863116,0.000863116,0.000863116
34,2571.48,0.66124,0.74761,1.16169,0.71712,0.78125,0.74606,0.46723,1.04759,1.16242,1.63405,0.000845432,0.000845432,0.000845432
35,2646.47,0.66751,0.75562,1.14388,0.72372,0.76978,0.80265,0.53855,0.98751,1.03093,1.57042,0.000827748,0.000827748,0.000827748
36,2721.8,0.67009,0.72812,1.1674,0.72009,0.75746,0.72793,0.49555,0.9786,1.09278,1.59324,0.000810064,0.000810064,0.000810064
37,2796.43,0.65728,0.72319,1.15986,0.70238,0.69098,0.74141,0.53564,0.98448,1.05265,1.49467,0.00079238,0.00079238,0.00079238
38,2871.29,0.64193,0.72438,1.15026,0.67676,0.76898,0.72249,0.51391,0.97426,1.08998,1.54561,0.000774697,0.000774697,0.000774697
39,2946.02,0.62426,0.68593,1.14464,0.72467,0.74347,0.73155,0.52035,0.89428,1.07613,1.44406,0.000757013,0.000757013,0.000757013
40,3020.93,0.62096,0.70121,1.13324,0.70824,0.74122,0.72714,0.4996,0.91095,1.14886,1.45142,0.000739329,0.000739329,0.000739329
41,3096.21,0.60634,0.6859,1.12628,0.74974,0.76965,0.80689,0.5521,0.87011,1.00123,1.44912,0.000721645,0.000721645,0.000721645
42,3171.34,0.60906,0.65641,1.12075,0.73714,0.72453,0.78207,0.55347,0.9289,1.13218,1.48851,0.000703961,0.000703961,0.000703961
43,3246.57,0.61656,0.66575,1.1302,0.68038,0.71886,0.74326,0.52176,0.93364,1.26564,1.48857,0.000686277,0.000686277,0.000686277
44,3320.3,0.61038,0.6677,1.13177,0.73816,0.72281,0.75585,0.53405,0.98296,1.13289,1.50591,0.000668593,0.000668593,0.000668593
45,3395.62,0.59198,0.63147,1.12304,0.70881,0.67456,0.68532,0.47617,0.94523,1.21867,1.53612,0.000650909,0.000650909,0.000650909
46,3469.85,0.58679,0.64068,1.10408,0.71184,0.75236,0.71388,0.49721,0.96902,1.11018,1.55939,0.000633226,0.000633226,0.000633226
47,3544.41,0.59307,0.63563,1.10884,0.75939,0.72108,0.75987,0.51716,0.95123,1.11887,1.55013,0.000615542,0.000615542,0.000615542
48,3619.03,0.55862,0.5929,1.07997,0.6729,0.80638,0.78474,0.53597,0.90464,1.07775,1.47117,0.000597858,0.000597858,0.000597858
49,3694.27,0.53929,0.58747,1.08426,0.68586,0.80073,0.73721,0.53179,0.93763,1.09034,1.49372,0.000580174,0.000580174,0.000580174
50,3768.86,0.56032,0.59326,1.09051,0.74462,0.74707,0.73041,0.51543,0.90265,1.0556,1.48493,0.00056249,0.00056249,0.00056249
51,3843.49,0.56884,0.58886,1.10097,0.77535,0.74662,0.7544,0.52447,0.91665,1.07939,1.52321,0.000544806,0.000544806,0.000544806
52,3918.44,0.54091,0.57506,1.08338,0.72734,0.73912,0.72635,0.5046,0.9041,1.09015,1.49186,0.000527122,0.000527122,0.000527122
53,3993.51,0.53796,0.57552,1.07861,0.74121,0.78008,0.78444,0.54547,0.89232,1.00711,1.49895,0.000509438,0.000509438,0.000509438
54,4068.09,0.52159,0.5667,1.0743,0.76367,0.74915,0.76916,0.55481,0.90453,0.9796,1.52717,0.000491755,0.000491755,0.000491755
55,4142.97,0.53714,0.54533,1.08988,0.74751,0.74229,0.76195,0.53515,0.92553,0.99212,1.49749,0.000474071,0.000474071,0.000474071
56,4217.82,0.54415,0.55869,1.07347,0.76656,0.74752,0.78416,0.56768,0.9395,0.93466,1.56887,0.000456387,0.000456387,0.000456387
57,4292.83,0.51842,0.54675,1.06811,0.76449,0.74777,0.77888,0.56135,0.8897,0.9585,1.47512,0.000438703,0.000438703,0.000438703
58,4367.95,0.51932,0.54328,1.07084,0.80376,0.81004,0.81373,0.56935,0.87977,0.94302,1.45538,0.000421019,0.000421019,0.000421019
59,4442.87,0.49083,0.5244,1.06025,0.78327,0.79649,0.78547,0.5808,0.92416,0.8942,1.54054,0.000403335,0.000403335,0.000403335
60,4517.75,0.50126,0.52032,1.06244,0.77456,0.76303,0.7791,0.5853,0.85466,0.94185,1.46298,0.000385651,0.000385651,0.000385651
61,4592.52,0.51764,0.51719,1.06334,0.73005,0.75745,0.72639,0.53825,0.86135,1.02288,1.4599,0.000367967,0.000367967,0.000367967
62,4667.54,0.49853,0.51312,1.05978,0.76297,0.80588,0.75071,0.54761,0.86471,0.95304,1.45407,0.000350284,0.000350284,0.000350284
63,4742.53,0.49738,0.51866,1.06144,0.81577,0.79774,0.7799,0.58692,0.824,0.87678,1.42178,0.0003326,0.0003326,0.0003326
64,4817.29,0.4765,0.50082,1.04472,0.78178,0.81031,0.80041,0.57466,0.80155,0.96659,1.40993,0.000314916,0.000314916,0.000314916
65,4891.7,0.4815,0.51029,1.04561,0.80935,0.7957,0.76937,0.53045,0.86903,0.98353,1.50064,0.000297232,0.000297232,0.000297232
66,4966.31,0.4786,0.50629,1.04293,0.75544,0.80079,0.76532,0.55116,0.86398,0.96963,1.48734,0.000279548,0.000279548,0.000279548
67,5041.18,0.45819,0.46355,1.03437,0.78861,0.80723,0.75221,0.56093,0.84514,0.95154,1.44993,0.000261864,0.000261864,0.000261864
68,5115.7,0.47849,0.48299,1.04356,0.76509,0.78793,0.75131,0.55318,0.81609,0.98877,1.42961,0.00024418,0.00024418,0.00024418
69,5190.21,0.47041,0.46982,1.04114,0.79991,0.7478,0.79018,0.5874,0.86295,0.97438,1.50645,0.000226497,0.000226497,0.000226497
70,5265.23,0.44321,0.43994,1.01982,0.7787,0.78307,0.77004,0.56921,0.87645,0.99229,1.50722,0.000208813,0.000208813,0.000208813
71,5340.42,0.32784,0.39326,0.9486,0.7625,0.78485,0.76234,0.55898,0.87446,0.94947,1.51455,0.000191129,0.000191129,0.000191129
72,5413.97,0.31307,0.32951,0.93899,0.76606,0.78546,0.76143,0.55503,0.89617,0.96002,1.54101,0.000173445,0.000173445,0.000173445
73,5487.24,0.3019,0.31139,0.9248,0.77959,0.72073,0.73249,0.52732,0.84522,1.01191,1.51933,0.000155761,0.000155761,0.000155761
74,5560.41,0.288,0.30634,0.92805,0.78076,0.75649,0.74553,0.53415,0.81624,0.96249,1.46952,0.000138077,0.000138077,0.000138077
75,5632.91,0.28007,0.30098,0.90297,0.772,0.75291,0.73025,0.53344,0.82911,0.99059,1.48958,0.000120393,0.000120393,0.000120393
76,5705.76,0.28054,0.29988,0.90509,0.77461,0.76793,0.73858,0.53897,0.79359,1.01304,1.47525,0.000102709,0.000102709,0.000102709
77,5778.89,0.27166,0.29436,0.91018,0.78489,0.77101,0.73925,0.54056,0.8069,0.96536,1.47344,8.50255e-05,8.50255e-05,8.50255e-05
78,5851.8,0.26473,0.28416,0.90912,0.77133,0.76504,0.73529,0.54213,0.79445,0.98039,1.46783,6.73416e-05,6.73416e-05,6.73416e-05
79,5924.3,0.2611,0.27965,0.89691,0.77358,0.77971,0.73535,0.53731,0.79976,0.97801,1.4743,4.96578e-05,4.96578e-05,4.96578e-05
80,5997.8,0.25458,0.26419,0.90735,0.78722,0.78321,0.73781,0.53747,0.80163,0.96745,1.47613,3.19739e-05,3.19739e-05,3.19739e-05
