image_id,source,path,1_maturity_evaluation,2_foliar_disease,3_trunk_disease,4_crown_disease,5_petiole,label_basis
043_jpg.rf.0b44b045bdbb720a01b3cc7521706cf2,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/043_jpg.rf.0b44b045bdbb720a01b3cc7521706cf2.jpg,,,,,,maturity=correctness(dry/green/tender)
043_jpg.rf.29c37d9480db579d5e80f5a4c61fae10,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/043_jpg.rf.29c37d9480db579d5e80f5a4c61fae10.jpg,,,,,,maturity=correctness(dry/green/tender)
043_jpg.rf.3b879b2ec8537d93f103284ae2ca3a2b,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/043_jpg.rf.3b879b2ec8537d93f103284ae2ca3a2b.jpg,,,,,,maturity=correctness(dry/green/tender)
044_jpg.rf.1374fd2fda0cd9e90106598dbab2c6bc,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/044_jpg.rf.1374fd2fda0cd9e90106598dbab2c6bc.jpg,,,,,,maturity=correctness(dry/green/tender)
044_jpg.rf.4364c01270f0e063fe0b9c4a071e9788,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/044_jpg.rf.4364c01270f0e063fe0b9c4a071e9788.jpg,,,,,,maturity=correctness(dry/green/tender)
044_jpg.rf.7e2652e821ba3b126e629a746afa70c6,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/044_jpg.rf.7e2652e821ba3b126e629a746afa70c6.jpg,,,,,,maturity=correctness(dry/green/tender)
046_jpeg.rf.18fc9e843c6d9d7ff00f26f088357550,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/046_jpeg.rf.18fc9e843c6d9d7ff00f26f088357550.jpg,,,,,,maturity=correctness(dry/green/tender)
046_jpeg.rf.3e69f3b73c97628d9b885dc6ba482467,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/046_jpeg.rf.3e69f3b73c97628d9b885dc6ba482467.jpg,,,,,,maturity=correctness(dry/green/tender)
046_jpeg.rf.b90a8166c7b1013287150fa4180698f4,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/046_jpeg.rf.b90a8166c7b1013287150fa4180698f4.jpg,,,,,,maturity=correctness(dry/green/tender)
049_jpeg.rf.1b21d2bcad75110f76a7d8ea4c143ee9,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/049_jpeg.rf.1b21d2bcad75110f76a7d8ea4c143ee9.jpg,,,,,,maturity=correctness(dry/green/tender)
049_jpeg.rf.5371ec437347af51f1234fc00f0ccc2f,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/049_jpeg.rf.5371ec437347af51f1234fc00f0ccc2f.jpg,,,,,,maturity=correctness(dry/green/tender)
049_jpeg.rf.f36ed434b28d85ea187db191fef0f389,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/049_jpeg.rf.f36ed434b28d85ea187db191fef0f389.jpg,,,,,,maturity=correctness(dry/green/tender)
04_jpg.rf.1ac4fcee4634cad16b6d444f2ec38d3c,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/04_jpg.rf.1ac4fcee4634cad16b6d444f2ec38d3c.jpg,,,,,,maturity=correctness(dry/green/tender)
04_jpg.rf.7c237959701cf3e84050663258debb2c,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/04_jpg.rf.7c237959701cf3e84050663258debb2c.jpg,,,,,,maturity=correctness(dry/green/tender)
04_jpg.rf.992d68ec12b365da4a32226a234dd2e7,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/04_jpg.rf.992d68ec12b365da4a32226a234dd2e7.jpg,,,,,,maturity=correctness(dry/green/tender)
052_jpg.rf.0caaf596899b3f445159fcea15f9f7ec,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/052_jpg.rf.0caaf596899b3f445159fcea15f9f7ec.jpg,,,,,,maturity=correctness(dry/green/tender)
052_jpg.rf.20c014a16b187062d1dece3f07b65293,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/052_jpg.rf.20c014a16b187062d1dece3f07b65293.jpg,,,,,,maturity=correctness(dry/green/tender)
052_jpg.rf.d465a003604b928fd45ca6e00b4c36d4,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/052_jpg.rf.d465a003604b928fd45ca6e00b4c36d4.jpg,,,,,,maturity=correctness(dry/green/tender)
053_jpg.rf.0a5abe5fbf66f06c41dcb869cb43248b,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/053_jpg.rf.0a5abe5fbf66f06c41dcb869cb43248b.jpg,,,,,,maturity=correctness(dry/green/tender)
053_jpg.rf.16a87b38237cbf12321887f8e63c85c4,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/053_jpg.rf.16a87b38237cbf12321887f8e63c85c4.jpg,,,,,,maturity=correctness(dry/green/tender)
053_jpg.rf.83811c2315128bad87d28f5f8a46b6ce,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/053_jpg.rf.83811c2315128bad87d28f5f8a46b6ce.jpg,,,,,,maturity=correctness(dry/green/tender)
054_jpg.rf.6985931b12ca60bf2189a937b2c50156,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/054_jpg.rf.6985931b12ca60bf2189a937b2c50156.jpg,,,,,,maturity=correctness(dry/green/tender)
054_jpg.rf.6b7ae3ea381fcc5de3ed3f4a0d74b365,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/054_jpg.rf.6b7ae3ea381fcc5de3ed3f4a0d74b365.jpg,,,,,,maturity=correctness(dry/green/tender)
054_jpg.rf.aec3073824f8f99b3518db16e6223ba0,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/054_jpg.rf.aec3073824f8f99b3518db16e6223ba0.jpg,,,,,,maturity=correctness(dry/green/tender)
057_jpg.rf.44bb885372d871dd557018b3a86e9093,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/057_jpg.rf.44bb885372d871dd557018b3a86e9093.jpg,,,,,,maturity=correctness(dry/green/tender)
057_jpg.rf.7c2838abc46a6556989b2664b62f2eff,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/057_jpg.rf.7c2838abc46a6556989b2664b62f2eff.jpg,,,,,,maturity=correctness(dry/green/tender)
057_jpg.rf.d84497872036225588007593a488ebb3,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/057_jpg.rf.d84497872036225588007593a488ebb3.jpg,,,,,,maturity=correctness(dry/green/tender)
058_jpg.rf.4468c7749beadcde397c966f11caafa5,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/058_jpg.rf.4468c7749beadcde397c966f11caafa5.jpg,,,,,,maturity=correctness(dry/green/tender)
058_jpg.rf.baa7f434506f55a353853f01817f9517,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/058_jpg.rf.baa7f434506f55a353853f01817f9517.jpg,,,,,,maturity=correctness(dry/green/tender)
058_jpg.rf.e53e230ffc69dddd9a1950f8960991f0,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/058_jpg.rf.e53e230ffc69dddd9a1950f8960991f0.jpg,,,,,,maturity=correctness(dry/green/tender)
059_jpg.rf.1366af527e37219789b57ade7b18f5ca,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/059_jpg.rf.1366af527e37219789b57ade7b18f5ca.jpg,,,,,,maturity=correctness(dry/green/tender)
059_jpg.rf.21972af4bf364619536f460d795fd1d6,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/059_jpg.rf.21972af4bf364619536f460d795fd1d6.jpg,,,,,,maturity=correctness(dry/green/tender)
059_jpg.rf.8b00e073b8624e12be8deb66dcb133c5,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/059_jpg.rf.8b00e073b8624e12be8deb66dcb133c5.jpg,,,,,,maturity=correctness(dry/green/tender)
05_jpg.rf.205ee0c8cb4e19eeda2b6709b9af9d33,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/05_jpg.rf.205ee0c8cb4e19eeda2b6709b9af9d33.jpg,,,,,,maturity=correctness(dry/green/tender)
05_jpg.rf.5a152404a6cf132f67407de3d139fa7d,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/05_jpg.rf.5a152404a6cf132f67407de3d139fa7d.jpg,,,,,,maturity=correctness(dry/green/tender)
05_jpg.rf.f7f25e167da5c8ba5e1a372fb3f53d33,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/05_jpg.rf.f7f25e167da5c8ba5e1a372fb3f53d33.jpg,,,,,,maturity=correctness(dry/green/tender)
060_jpg.rf.6f9604db77a3721e34fa7b8806c51211,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/060_jpg.rf.6f9604db77a3721e34fa7b8806c51211.jpg,,,,,,maturity=correctness(dry/green/tender)
060_jpg.rf.9a5367eee35f0210f72ea81c45dd2b04,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/060_jpg.rf.9a5367eee35f0210f72ea81c45dd2b04.jpg,,,,,,maturity=correctness(dry/green/tender)
060_jpg.rf.d8830cc9a1eb158cf405e880bb7b60c0,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/060_jpg.rf.d8830cc9a1eb158cf405e880bb7b60c0.jpg,,,,,,maturity=correctness(dry/green/tender)
061_jpg.rf.0047fc7c272411ab8cb5459dfc84bcd8,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/061_jpg.rf.0047fc7c272411ab8cb5459dfc84bcd8.jpg,,,,,,maturity=correctness(dry/green/tender)
061_jpg.rf.02055709ae2d983524f343102687a167,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/061_jpg.rf.02055709ae2d983524f343102687a167.jpg,,,,,,maturity=correctness(dry/green/tender)
061_jpg.rf.4a33f2aceb36f117d16ccc4381cbc5eb,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/061_jpg.rf.4a33f2aceb36f117d16ccc4381cbc5eb.jpg,,,,,,maturity=correctness(dry/green/tender)
062_jpg.rf.ac95db25f27ea09ca0c30238c43e8095,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/062_jpg.rf.ac95db25f27ea09ca0c30238c43e8095.jpg,,,,,,maturity=correctness(dry/green/tender)
062_jpg.rf.b374fed271bb813e90e6b8de6c893264,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/062_jpg.rf.b374fed271bb813e90e6b8de6c893264.jpg,,,,,,maturity=correctness(dry/green/tender)
062_jpg.rf.d594e46bdf5f5165441daae6c15e3e7b,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/062_jpg.rf.d594e46bdf5f5165441daae6c15e3e7b.jpg,,,,,,maturity=correctness(dry/green/tender)
065_jpg.rf.74d068653c1483b865ce3ca36bf93714,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/065_jpg.rf.74d068653c1483b865ce3ca36bf93714.jpg,,,,,,maturity=correctness(dry/green/tender)
065_jpg.rf.a18b513c2174bf6a0fe5185b6bc46341,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/065_jpg.rf.a18b513c2174bf6a0fe5185b6bc46341.jpg,,,,,,maturity=correctness(dry/green/tender)
065_jpg.rf.b06d7ffbfac972059d61b1be4b9219b5,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/065_jpg.rf.b06d7ffbfac972059d61b1be4b9219b5.jpg,,,,,,maturity=correctness(dry/green/tender)
067_jpg.rf.09b5ff924209d25731f8ddb5c3691c97,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/067_jpg.rf.09b5ff924209d25731f8ddb5c3691c97.jpg,,,,,,maturity=correctness(dry/green/tender)
067_jpg.rf.cba162f5906e14a849f29c6c2d61279b,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/067_jpg.rf.cba162f5906e14a849f29c6c2d61279b.jpg,,,,,,maturity=correctness(dry/green/tender)
067_jpg.rf.ecc70ae5d38791842e7d02b614112463,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/067_jpg.rf.ecc70ae5d38791842e7d02b614112463.jpg,,,,,,maturity=correctness(dry/green/tender)
069_jpg.rf.03ec90b6a9afe9a0ac54b6853b211c29,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/069_jpg.rf.03ec90b6a9afe9a0ac54b6853b211c29.jpg,,,,,,maturity=correctness(dry/green/tender)
069_jpg.rf.b4722b28f23b1029a6622a6a8ae3c0b6,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/069_jpg.rf.b4722b28f23b1029a6622a6a8ae3c0b6.jpg,,,,,,maturity=correctness(dry/green/tender)
069_jpg.rf.d2f46165d58271ad3bea945085cac871,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/069_jpg.rf.d2f46165d58271ad3bea945085cac871.jpg,,,,,,maturity=correctness(dry/green/tender)
072_jpg.rf.129748a6b0ce5509f141f1b91a41371a,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/072_jpg.rf.129748a6b0ce5509f141f1b91a41371a.jpg,,,,,,maturity=correctness(dry/green/tender)
072_jpg.rf.1857b0cbecbd7389289ca716a22794fb,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/072_jpg.rf.1857b0cbecbd7389289ca716a22794fb.jpg,,,,,,maturity=correctness(dry/green/tender)
072_jpg.rf.4f242e52f68c6a904a48387072357f46,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/072_jpg.rf.4f242e52f68c6a904a48387072357f46.jpg,,,,,,maturity=correctness(dry/green/tender)
073_jpg.rf.44364eb14fc387e9f682cc248d1c0b34,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/073_jpg.rf.44364eb14fc387e9f682cc248d1c0b34.jpg,,,,,,maturity=correctness(dry/green/tender)
073_jpg.rf.890cb6901fbec700491e8098e7f3648f,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/073_jpg.rf.890cb6901fbec700491e8098e7f3648f.jpg,,,,,,maturity=correctness(dry/green/tender)
073_jpg.rf.a4b65d0d4da654e85e4c7d61bd507290,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/073_jpg.rf.a4b65d0d4da654e85e4c7d61bd507290.jpg,,,,,,maturity=correctness(dry/green/tender)
075_jpg.rf.8a986ed998fd3cda347c48dff38726ea,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/075_jpg.rf.8a986ed998fd3cda347c48dff38726ea.jpg,,,,,,maturity=correctness(dry/green/tender)
075_jpg.rf.b666e4fc7ee8c4ce505b0bab6fe7e710,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/075_jpg.rf.b666e4fc7ee8c4ce505b0bab6fe7e710.jpg,,,,,,maturity=correctness(dry/green/tender)
075_jpg.rf.f4920136713ded9552210396ce2de76d,coconut-veirf-v5/train,Dataset/coconut-veirf-v5/train/images/075_jpg.rf.f4920136713ded9552210396ce2de76d.jpg,,,,,,maturity=correctness(dry/green/tender)
